SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
LAMBODHARA, EQ, 28-May-2021,65.75,65.6,67.95,63.85,66.8,67.1,66.37,81767,54.27,1022,56410,68.99
LAOPALA, EQ, 28-May-2021,264.5,265.85,277.85,263.25,265.35,266.8,270.35,428111,1157.4,12209,106102,24.78
LASA, EQ, 28-May-2021,77.95,77.65,80.95,77.55,80.55,80.25,79.52,303594,241.41,6750,193565,63.76
LAURUSLABS, EQ, 28-May-2021,520.6,521,527.45,520,521.4,521.85,523.37,1772752,9277.97,27189,593282,33.47
LAXMICOT, SM, 28-May-2021,16.9,15.7,15.7,15.7,15.7,15.7,15.7,12000,1.88,2,12000,100
LAXMIMACH, EQ, 28-May-2021,6504.95,6610,6674,6451.1,6507,6497.3,6571.95,4587,301.46,1429,2363,51.52
LCCINFOTEC, EQ, 28-May-2021,1.55,1.6,1.6,1.6,1.6,1.6,1.6,65649,1.05,35,65649,100
LEMONTREE, EQ, 28-May-2021,42.3,42.6,42.85,41.05,41.85,41.65,41.92,2654282,1112.72,9401,1230028,46.34
LEXUS, SM, 28-May-2021,12.9,12.6,12.6,12.6,12.6,12.6,12.6,1000,0.13,1,1000,100
LFIC, EQ, 28-May-2021,79.1,76.05,81,72.15,77.45,78.55,78.02,893,0.7,40,613,68.65
LGBBROSLTD, EQ, 28-May-2021,318.35,322.5,324,312.5,314,313.55,316.54,50458,159.72,2127,31284,62
LGBFORGE, EQ, 28-May-2021,4.7,4.6,4.75,4.6,4.65,4.75,4.66,76632,3.57,133,62207,81.18
LIBAS, EQ, 28-May-2021,47.85,48.5,49.15,47,48,47.85,47.79,267227,127.71,1326,46156,17.27
LIBERTSHOE, EQ, 28-May-2021,141.6,142.9,149.45,141.55,145.85,145.45,146.39,663071,970.65,10414,202715,30.57
LICHSGFIN, EQ, 28-May-2021,450.8,452.5,459.25,446.45,456.1,455.95,453.66,2219574,10069.25,34725,787794,35.49
LICNETFGSC, EQ, 28-May-2021,21.99,21.86,22.35,21.86,22,21.96,21.99,4805,1.06,92,3358,69.89
LICNETFN50, EQ, 28-May-2021,193,194.19,194.19,194.19,194.19,194.19,194.19,101,0.2,13,101,100
LICNETFSEN, EQ, 28-May-2021,555.74,564.9,566.9,551,554.76,553.52,558.45,51,0.28,28,33,64.71
LICNFNHGP, EQ, 28-May-2021,163.53,168.43,168.43,163,165,165,164.76,204,0.34,84,100,49.02
LIKHITHA, EQ, 28-May-2021,408.8,412.5,412.5,392.3,397,395.4,399.82,99085,396.16,5364,64880,65.48
LINCOLN, EQ, 28-May-2021,286.95,290,292,276.2,283,280.2,282.35,289011,816.01,8034,170840,59.11
LINCPEN, EQ, 28-May-2021,168.1,169.95,169.95,160.2,161.4,162.15,164.37,2876,4.73,181,2090,72.67
LINDEINDIA, EQ, 28-May-2021,1609.4,1625,1644,1611,1615,1620.3,1629.38,71706,1168.37,7811,31710,44.22
LIQUIDBEES, EQ, 28-May-2021,999.99,1000.75,1000.75,999.89,1000.01,1000.01,1000.01,1367967,13679.78,4198,1325241,96.88
LIQUIDETF, EQ, 28-May-2021,1000,999.99,1000.01,999.99,999.99,999.99,1000,32421,324.21,83,30504,94.09
LODHA, EQ, 28-May-2021,614.95,616,643,615,630,635.15,634.39,416283,2640.87,17790,264014,63.42
LOKESHMACH, BE, 28-May-2021,46.15,45.1,47,45.1,45.3,45.4,45.62,13769,6.28,62, -, -
LOTUSEYE, EQ, 28-May-2021,46.5,46.65,47.9,46.05,46.15,46.4,46.64,13356,6.23,183,8340,62.44
LOVABLE, EQ, 28-May-2021,127.15,127.65,145.55,127.65,133.8,133.9,137.51,1762692,2423.82,23480,387020,21.96
LPDC, EQ, 28-May-2021,2.2,2.3,2.3,2.2,2.2,2.25,2.28,25519,0.58,85,23463,91.94
LSIL, BE, 28-May-2021,1.95,2,2,2,2,2,2,1403475,28.07,685, -, -
LT, EQ, 28-May-2021,1482.85,1487.1,1499.65,1473.9,1475.95,1478.1,1484.3,2315923,34375.35,89620,1137643,49.12
LTI, EQ, 28-May-2021,3924.3,3960,3994.9,3912.95,3939,3930.45,3959.82,464949,18411.14,36469,188821,40.61
LTMFEOF2R, MF, 28-May-2021,17.2,17.2,17.2,17.2,17.2,17.2,17.2,2500,0.43,1,2500,100
LTTS, EQ, 28-May-2021,2725.45,2735,2747.9,2694,2702.15,2705.25,2713.26,98747,2679.26,9616,32065,32.47
LUMAXIND, EQ, 28-May-2021,1641.3,1649.55,1658.95,1610,1632.45,1626.65,1622.92,3247,52.7,580,1588,48.91
LUMAXTECH, EQ, 28-May-2021,148.45,148.75,151.8,144.45,146.2,145.6,147.77,51581,76.22,1777,25283,49.02
LUPIN, EQ, 28-May-2021,1203.35,1203.35,1211.7,1190.55,1206.5,1208.9,1200.9,1128334,13550.21,25756,390164,34.58
LUXIND, EQ, 28-May-2021,2802.4,2779.95,3323.9,2721,3199,3254,3120.62,1108789,34601.13,91536,220524,19.89
LXCHEM, EQ, 28-May-2021,223.55,223.05,225,219,219.5,219.35,221.38,1511487,3346.15,29567,753804,49.87
LYKALABS, EQ, 28-May-2021,73.3,76.95,76.95,69.65,69.65,69.65,73.16,782559,572.49,3575,386817,49.43
LYPSAGEMS, EQ, 28-May-2021,4.65,4.8,4.85,4.5,4.7,4.7,4.74,67925,3.22,167,37209,54.78
M&M, EQ, 28-May-2021,828.6,829,853,810.5,847,845.85,834.87,11638455,97165.96,221052,2390149,20.54
M&MFIN, EQ, 28-May-2021,154.5,155.9,160.75,155,160.2,159.75,157.96,11777561,18603.37,62939,4396629,37.33
M100, EQ, 28-May-2021,27.26,27.98,27.98,27.01,27.3,27.54,27.34,69302,18.95,1833,42104,60.75
M14RG, MF, 28-May-2021,9.83,10.81,10.81,10.81,10.81,10.81,10.81,5000,0.54,1,5000,100
M15RG, MF, 28-May-2021,10.52,10.5,10.51,10.5,10.5,10.5,10.5,37000,3.89,5,37000,100
M17RD, MF, 28-May-2021,8.71,8.32,8.32,8.32,8.32,8.32,8.32,1,0,1,1,100
M17RG, MF, 28-May-2021,9.2,8.32,9.06,8.32,9.06,9.06,9.02,18000,1.62,5,18000,100
M50, EQ, 28-May-2021,151.15,151.55,152.83,150.45,152.6,152.5,152.41,4153,6.33,58,3150,75.85
MAANALU, EQ, 28-May-2021,187.55,192.35,194.55,187.3,192.65,191.1,190.39,31107,59.22,1070,15080,48.48
MACPOWER, EQ, 28-May-2021,109.95,115.4,115.4,104.5,112.85,109.55,109.31,96124,105.08,770,40864,42.51
MADHAV, EQ, 28-May-2021,58.55,59.4,61.3,53.3,57.2,56.75,58.91,136951,80.67,1688,43649,31.87
MADHUCON, EQ, 28-May-2021,5.25,5.45,5.45,5.25,5.45,5.45,5.35,21829,1.17,89,19596,89.77
MADRASFERT, EQ, 28-May-2021,29.3,29.85,29.85,29.05,29.2,29.15,29.37,132468,38.91,600,79394,59.93
MAESGETF, EQ, 28-May-2021,26.07,26.26,26.35,26.17,26.31,26.3,26.26,15410,4.05,104,10725,69.6
MAFANG, EQ, 28-May-2021,48.37,49.35,49.37,48.1,48.59,48.46,48.46,160003,77.53,1828,131988,82.49
MAGADSUGAR, EQ, 28-May-2021,180.35,181.7,184,177.15,181.5,181.25,181.18,62198,112.69,1009,42919,69
MAGMA, EQ, 28-May-2021,133.05,133.1,134.9,127.65,130.8,129.7,130.86,718616,940.39,6586,505699,70.37
MAGMA, N6, 28-May-2021,1050,1050,1050,1050,1050,1050,1050,28,0.29,1,28,100
MAGNUM, EQ, 28-May-2021,6.35,6.65,6.65,6.65,6.65,6.65,6.65,30496,2.03,45,30496,100
MAHABANK, EQ, 28-May-2021,24.7,25,25,24.3,24.35,24.45,24.61,4156002,1022.99,6280,1996876,48.05
MAHAPEXLTD, BE, 28-May-2021,91.9,87.6,93.5,87.6,90.95,90.4,88.8,11016,9.78,63, -, -
MAHASTEEL, EQ, 28-May-2021,91.35,92.9,92.9,88,88.75,88.45,90.08,29900,26.93,376,20655,69.08
MAHEPC, EQ, 28-May-2021,149.45,151,151.35,146.05,148.1,148.45,148.57,103331,153.51,2056,54747,52.98
MAHESHWARI, EQ, 28-May-2021,117.9,118.45,120,117,119.4,119.05,118.83,216123,256.81,2493,150005,69.41
MAHICKRA, SM, 28-May-2021,91.8,90.9,91.9,90,91.85,91.85,91.25,7500,6.84,5,7500,100
MAHINDCIE, EQ, 28-May-2021,201.7,203.95,204.75,191.8,193.2,193,196.51,440523,865.69,11193,169902,38.57
MAHLIFE, EQ, 28-May-2021,529.05,530,534.1,514,522,521.7,522.3,23100,120.65,1329,14016,60.68
MAHLOG, EQ, 28-May-2021,528.55,530,534.55,522.05,530,529.25,528.99,68244,361,4912,44930,65.84
MAHSCOOTER, EQ, 28-May-2021,3765.7,3858.9,3870.1,3701.15,3760,3735.75,3782.22,9455,357.61,1863,4438,46.94
MAHSEAMLES, EQ, 28-May-2021,295.55,298,303,293.3,296,294.9,297.57,75657,225.13,2729,37637,49.75
MAITHANALL, EQ, 28-May-2021,761.5,769.7,780,752,753,754.75,763.87,44518,340.06,3202,26597,59.74
MAJESCO, EQ, 28-May-2021,76.4,76.7,76.95,76.4,76.45,76.45,76.53,224465,171.78,2332,189528,84.44
MALUPAPER, EQ, 28-May-2021,28.7,29.5,29.55,28.15,28.15,28.4,28.84,59903,17.28,564,28519,47.61
MAN50ETF, EQ, 28-May-2021,156.89,157.56,158.29,157.56,157.9,157.9,157.88,1465,2.31,72,850,58.02
MANAKALUCO, BE, 28-May-2021,22.85,22.85,23.95,21.8,21.85,21.95,22.36,186619,41.73,758, -, -
MANAKCOAT, EQ, 28-May-2021,15.65,16.35,16.4,14.9,15.1,15.15,15.22,114817,17.48,428,70430,61.34
MANAKSIA, EQ, 28-May-2021,65.1,65.3,66.15,64.05,64.6,64.5,65.11,59087,38.47,1394,40185,68.01
MANAKSTEEL, EQ, 28-May-2021,24.9,25.7,26,24.7,25,24.95,25.63,63616,16.31,405,38426,60.4
MANALIPETC, EQ, 28-May-2021,86.3,86.8,87.8,83.5,83.8,83.85,85.31,940710,802.56,5968,549095,58.37
MANAPPURAM, EQ, 28-May-2021,154.2,155,156.95,154.1,156.7,156.3,155.58,5637587,8771.03,45315,2163056,38.37
MANGALAM, EQ, 28-May-2021,133.9,134.9,136.5,134,134.1,134.1,135.04,81062,109.47,1688,41643,51.37
MANGCHEFER, EQ, 28-May-2021,87.85,88.15,88.9,85,85.95,85.5,86.59,427109,369.85,5058,292857,68.57
MANGLMCEM, EQ, 28-May-2021,309.7,305.5,313.75,303.4,304,305.65,308.05,69672,214.63,3193,42656,61.22
MANGTIMBER, EQ, 28-May-2021,12.7,12.9,12.9,12.1,12.15,12.3,12.38,15476,1.92,53,15100,97.57
MANINDS, EQ, 28-May-2021,102.2,102.95,104.3,100.5,102,101.9,102.38,476371,487.69,5580,237453,49.85
MANINFRA, EQ, 28-May-2021,47.85,48.2,49.45,47.3,47.55,47.9,48.33,2182618,1054.85,5823,1243847,56.99
MANUGRAPH, EQ, 28-May-2021,11.85,12.1,12.2,11.6,11.6,11.7,11.96,13034,1.56,118,11105,85.2
MANXT50, EQ, 28-May-2021,371.36,373.4,374.55,372.5,373,372.51,372.67,3490,13.01,21,2896,82.98
MARALOVER, EQ, 28-May-2021,39,39.1,39.1,37.65,37.65,38.05,38.36,16139,6.19,97,14627,90.63
MARATHON, EQ, 28-May-2021,63.1,64,64.2,59.95,60.55,60.7,60.96,121259,73.92,1576,84332,69.55
MARICO, EQ, 28-May-2021,473.15,475,477.7,468.3,471.5,471.05,472.05,1134083,5353.48,22444,350657,30.92
MARINE, EQ, 28-May-2021,79.75,80.4,81.5,78.05,78.8,78.5,79.82,225438,179.94,2294,54375,24.12
MARKSANS, EQ, 28-May-2021,74.95,75.25,76.6,73.45,73.9,73.95,75.04,2576510,1933.4,14406,1275082,49.49
MARSHALL, SM, 28-May-2021,15.45,16,16,15.4,16,15.75,15.81,18000,2.85,6,18000,100
MARUTI, EQ, 28-May-2021,6968.9,6988.6,7047,6940.5,6965,6970,6978.71,393809,27482.77,39040,139376,35.39
MASFIN, EQ, 28-May-2021,951,960,960.15,920,924,922.6,931.61,17969,167.4,2093,10017,55.75
MASKINVEST, BE, 28-May-2021,26.05,26.55,26.55,24.75,24.75,24.75,25.87,627,0.16,11, -, -
MASTEK, EQ, 28-May-2021,1884.3,1910,2038,1874.1,1985,1989.3,1994.48,493058,9833.92,35082,164809,33.43
MATRIMONY, EQ, 28-May-2021,917.5,925.65,942,916.7,926.85,923.25,926.56,17567,162.77,1937,9579,54.53
MAWANASUG, EQ, 28-May-2021,51.25,50.8,51.8,49.6,50.55,49.8,50.37,51823,26.1,688,34683,66.93
MAXHEALTH, EQ, 28-May-2021,231.6,230.95,233.5,222.35,223.9,224.55,228.06,1958601,4466.88,25583,1144591,58.44
MAXIND, EQ, 28-May-2021,71.55,72.3,72.3,69.15,69.6,69.3,70.26,370383,260.25,2437,230641,62.27
MAXVIL, EQ, 28-May-2021,67.2,66.9,75.9,66.6,72,71.9,72.39,1855725,1343.36,9870,984603,53.06
MAYURUNIQ, EQ, 28-May-2021,437.25,440,441,435,435.2,436.75,438.19,23312,102.15,1307,14936,64.07
MAZDA, EQ, 28-May-2021,569.05,574.55,682.85,572.25,682.85,682.85,643.62,231383,1489.23,13329,93241,40.3
MAZDOCK, EQ, 28-May-2021,215.7,217,218.8,212,212.85,212.45,214.58,371944,798.12,4743,202295,54.39
MBAPL, EQ, 28-May-2021,84.2,80.6,86.2,80.6,82,81.35,82.59,5060,4.18,47,2701,53.38
MBECL, BE, 28-May-2021,8.2,8.45,8.45,8,8.1,8.05,8.17,23675,1.94,86, -, -
MBLINFRA, EQ, 28-May-2021,22.95,22.5,22.75,21.85,21.85,22,22.2,222055,49.3,1171,164239,73.96
MC1RG, MF, 28-May-2021,13.09,13.49,13.49,12.61,12.61,13.05,13.05,2,0,2,0,0
MCDHOLDING, EQ, 28-May-2021,40.05,40.1,44.05,40.1,43.95,44,43.58,376377,164.02,1736,224475,59.64
MCDOWELL-N, EQ, 28-May-2021,602.2,607,613.45,596.85,610.75,611.25,606.18,2497007,15136.32,47344,1055029,42.25
MCL, EQ, 28-May-2021,86.25,88.85,88.85,85.1,86.2,85.6,86.18,8884,7.66,140,5628,63.35
MCLEODRUSS, EQ, 28-May-2021,29.7,31.15,31.15,30.15,30.4,30.9,31.02,5041932,1564.16,4060,3044822,60.39
MCX, EQ, 28-May-2021,1553.2,1564,1564,1540.05,1547.95,1549.75,1551.08,153545,2381.6,9276,77766,50.65
MDL, SM, 28-May-2021,26.65,27.95,27.95,27.95,27.95,27.95,27.95,2000,0.56,1,2000,100
MEGASOFT, BE, 28-May-2021,11.65,11.65,12.2,11.4,12.15,12.15,12.03,163564,19.68,337, -, -
MELSTAR, BZ, 28-May-2021,2.4,2.5,2.5,2.3,2.4,2.4,2.39,1936,0.05,15, -, -
MENONBE, EQ, 28-May-2021,67,67.25,67.25,64.2,64.7,64.8,65.51,69597,45.59,1608,50149,72.06
MEP, EQ, 28-May-2021,22.65,22.8,24,20.4,20.75,20.6,21.32,1858110,396.17,4187,864766,46.54
MERCATOR, EQ, 28-May-2021,1.45,1.4,1.4,1.4,1.4,1.4,1.4,404816,5.67,401,404813,100
METALFORGE, BZ, 28-May-2021,6.85,7,7.15,6.55,6.55,6.55,6.71,24628,1.65,60, -, -
METROPOLIS, EQ, 28-May-2021,2298.1,2318,2615,2311,2485.25,2524.15,2520.79,1598840,40303.34,126246,314349,19.66
MFSL, EQ, 28-May-2021,943.1,943,960,930.5,934.2,935.25,945.95,773149,7313.6,27988,247631,32.03
MGEL, EQ, 28-May-2021,47.05,48,48,46,46.05,46.75,47.08,47483,22.35,94,42814,90.17
MGL, EQ, 28-May-2021,1210.7,1215.7,1223.8,1172.1,1177.2,1175.1,1191.75,587871,7005.97,23042,135734,23.09
MHHL, SM, 28-May-2021,29.1,27.65,27.65,27.65,27.65,27.65,27.65,21000,5.81,6,21000,100
MHRIL, EQ, 28-May-2021,256.9,259.85,263.65,252.95,259.7,258.1,258.65,732673,1895.06,16343,186348,25.43
MIC, BE, 28-May-2021,1.2,1.25,1.25,1.15,1.2,1.15,1.21,91820,1.11,90, -, -
MIDHANI, EQ, 28-May-2021,190.85,192.4,194.4,190.55,191.4,191.4,192.42,568849,1094.57,7226,232100,40.8
MILTON, SM, 28-May-2021,24,25.15,25.15,24.5,24.5,24.5,24.87,13200,3.28,3,8800,66.67
MINDACORP, EQ, 28-May-2021,113.85,115,116,113,113.25,113.6,113.87,778617,886.61,4828,597229,76.7
MINDAIND, EQ, 28-May-2021,565.75,565.75,582.4,565.15,577.05,577.3,573.26,159234,912.83,6165,75173,47.21
MINDSPACE, RR, 28-May-2021,279.41,281.5,281.8,275.05,279,277.91,277.43,682800,1894.28,1090,614800,90.04
MINDTECK, EQ, 28-May-2021,58,59.35,59.55,55,56.5,56.5,57.13,28831,16.47,579,21900,75.96
MINDTREE, EQ, 28-May-2021,2310.25,2322,2365,2283.35,2355,2355.6,2335.28,1542961,36032.52,65211,449549,29.14
MIRCELECTR, EQ, 28-May-2021,18.15,18.2,18.35,17.4,17.65,17.65,17.78,887801,157.83,1432,641855,72.3
MIRZAINT, EQ, 28-May-2021,53.45,53.95,56.4,53.5,54,54.05,54.91,1323202,726.61,8256,393662,29.75
MITCON, SM, 28-May-2021,38.5,36.6,36.6,36.6,36.6,36.6,36.6,2000,0.73,1,2000,100
MITTAL, EQ, 28-May-2021,13.3,13.95,13.95,12.65,12.65,12.7,13.1,434532,56.94,1307,343880,79.14
MMFL, EQ, 28-May-2021,482.7,481,490.55,476.4,480,477.85,482.44,4242,20.47,297,2646,62.38
MMP, EQ, 28-May-2021,96.7,96.5,96.55,93.55,93.55,94.25,94.8,9938,9.42,163,7342,73.88
MMTC, EQ, 28-May-2021,57.5,58,58.7,55,55.5,55.45,56.56,5788355,3273.95,19650,1825544,31.54
MODIRUBBER, BE, 28-May-2021,76.15,76.85,76.95,74.5,76.2,76.05,75.88,2113,1.6,64, -, -
MODISNME, EQ, 28-May-2021,63.4,65,66,60.3,62.8,62.1,62.51,127091,79.44,1239,105010,82.63
MOHITIND, EQ, 28-May-2021,7.95,8.15,8.15,7.85,8,7.9,7.94,12108,0.96,66,8646,71.41
MOHOTAIND, EQ, 28-May-2021,6.7,6.8,6.85,6.4,6.4,6.45,6.5,264352,17.17,413,217546,82.29
MOIL, EQ, 28-May-2021,168.4,170.05,174.8,170.05,172.8,172.65,173.01,1464795,2534.17,15219,323545,22.09
MOKSH, EQ, 28-May-2021,61.75,63,63,60.5,62,61.25,60.98,63287,38.59,221,29798,47.08
MOLDTECH, EQ, 28-May-2021,59.35,60,60.45,56.9,57.5,57.35,58.44,77018,45.01,1435,44551,57.84
MOLDTEKPP, E1, 28-May-2021,366.15,366.15,380.8,360.1,363.5,363.5,366.72,642,2.35,75,363,56.54
MOLDTKPAC, EQ, 28-May-2021,486.35,497,497,474.8,482.95,479.65,483.03,62576,302.26,3431,37514,59.95
MOLDTKPAC, W1, 28-May-2021,357,341.05,365,335,365,365,362.45,1005,3.64,20,1000,99.5
MONTECARLO, EQ, 28-May-2021,290.3,291,295,285.35,287.95,287.4,288.85,111024,320.69,3543,54920,49.47
MORARJEE, EQ, 28-May-2021,16.25,16.85,16.85,15.45,15.45,15.45,15.54,31620,4.91,87,26339,83.3
MOREPENLAB, EQ, 28-May-2021,57.9,58.25,58.4,56,56.2,56.25,56.84,2738237,1556.46,14633,1926599,70.36
MOTHERSUMI, EQ, 28-May-2021,233.1,236,237.8,233,235.3,235.25,234.97,9625747,22617.64,55716,4030185,41.87
MOTILALOFS, EQ, 28-May-2021,832.35,835.2,841.3,806.25,813.9,811.6,822.87,316406,2603.6,14139,139062,43.95
MOTOGENFIN, EQ, 28-May-2021,20.05,20.4,20.4,19.85,19.9,19.85,20.09,2816,0.57,49,2347,83.35
MPHASIS, EQ, 28-May-2021,1968.75,1979,1995,1921,1943,1936.1,1953.97,827508,16169.23,30315,318059,38.44
MPSLTD, EQ, 28-May-2021,560.05,569.5,569.7,552.3,558.4,557.2,557.96,55336,308.75,3058,34648,62.61
MPTODAY, SM, 28-May-2021,17.45,18.3,18.3,18.3,18.3,18.3,18.3,2000,0.37,1,2000,100
MRF, EQ, 28-May-2021,82794.15,83199,83650,82825,83369,83382.1,83256.15,10943,9110.72,6694,1762,16.1
MRO-TEK, EQ, 28-May-2021,24.5,24.55,25.35,24.25,24.9,24.9,24.71,2764,0.68,101,2557,92.51
MRPL, EQ, 28-May-2021,51.35,51.7,52.2,49.75,50.1,49.95,50.74,3436985,1744.05,12970,1307329,38.04
MSPL, BE, 28-May-2021,11,11.2,11.25,10.7,10.7,10.75,10.85,73697,8,157, -, -
MSTCLTD, EQ, 28-May-2021,268.95,271,280.9,270,272.6,271.9,274.87,624190,1715.74,10800,234246,37.53
MTARTECH, EQ, 28-May-2021,998,1009,1009.35,979,982.05,982.1,994.53,133143,1324.14,7851,46482,34.91
MTEDUCARE, EQ, 28-May-2021,8.55,8.6,8.7,8.1,8.2,8.15,8.34,205914,17.18,606,152875,74.24
MTNL, EQ, 28-May-2021,21.85,22.8,24,22.55,23.15,23.2,23.53,27752504,6529.14,48198,12054158,43.43
MUKANDLTD, BE, 28-May-2021,118.85,118.85,122,115.5,118.85,117.9,119.32,93178,111.18,382, -, -
MUKANDLTD, P1, 28-May-2021,5.4,6,6,5.4,5.4,5.4,5.78,632,0.04,6,402,63.61
MUKTAARTS, EQ, 28-May-2021,34.85,34.9,35,33.5,33.5,33.95,34.02,31083,10.58,333,22330,71.84
MUNJALAU, EQ, 28-May-2021,63.6,64.6,64.6,62.05,62.1,62.15,62.78,285453,179.19,2982,172776,60.53
MUNJALSHOW, EQ, 28-May-2021,150.45,150.7,153.95,148.05,149,148.75,151.01,48127,72.68,1650,23917,49.7
MURUDCERA, EQ, 28-May-2021,26.15,26.4,26.4,24.6,24.85,24.75,25.32,269928,68.34,2428,152218,56.39
MUTHOOTCAP, EQ, 28-May-2021,408.8,414,417.95,405,409,407.25,409.9,29564,121.18,2131,17312,58.56
MUTHOOTFIN, EQ, 28-May-2021,1244.15,1253,1274,1246.25,1266,1266.2,1260.68,688147,8675.32,42761,276685,40.21
N100, EQ, 28-May-2021,978.55,986.95,987,978.44,981.5,981.03,981.06,34454,338.01,3213,21950,63.71
NABARD, N2, 28-May-2021,1241.99,1241.99,1242,1241,1242,1241.47,1241.34,476,5.91,16,313,65.76
NACLIND, EQ, 28-May-2021,58.5,58.1,59,55.35,57,56.35,56.88,635063,361.2,4887,381717,60.11
NAGAFERT, EQ, 28-May-2021,10.1,10.45,10.55,9.75,10.05,10.1,10.15,1787310,181.47,2571,1145951,64.12
NAGREEKEXP, EQ, 28-May-2021,20.4,21.1,22.4,20.15,22.4,22.4,22.23,73582,16.36,356,55798,75.83
NAHARCAP, EQ, 28-May-2021,123.8,124.15,130.25,123.95,125.6,125.8,127.09,49803,63.29,924,24341,48.87
NAHARINDUS, EQ, 28-May-2021,56.4,57.4,58,56.05,57.5,57.55,57.08,31251,17.84,274,20177,64.56
NAHARPOLY, EQ, 28-May-2021,152.35,160.5,168.8,158.15,161.4,160.1,164.13,503264,825.99,11308,202616,40.26
NAHARSPING, EQ, 28-May-2021,137.7,138.45,143.5,136,138.05,139.25,140.37,110174,154.65,1615,67927,61.65
NAM-INDIA, EQ, 28-May-2021,347.85,351,351.95,344.3,348.25,348.65,348.6,784609,2735.15,12669,385422,49.12
NATCOPHARM, EQ, 28-May-2021,1074.5,1075.1,1089.2,1055.15,1062.6,1063.2,1070.54,500615,5359.27,13735,230213,45.99
NATHBIOGEN, EQ, 28-May-2021,421.25,434.95,440,412.8,413,415.15,420.57,28012,117.81,1754,17263,61.63
NATIONALUM, EQ, 28-May-2021,73.8,75.1,76.2,71.7,72.1,72.1,73.72,36957613,27246.59,73500,8499085,23
NAUKRI, EQ, 28-May-2021,4484.45,4484.45,4549.75,4451,4468,4461.75,4488.61,494066,22176.69,34468,220828,44.7
NAVINFLUOR, EQ, 28-May-2021,3201.4,3202,3260,3201,3201.45,3213.35,3221.15,128567,4141.34,12737,31507,24.51
NAVKARCORP, EQ, 28-May-2021,46.65,47,47.45,40.8,41.25,41.3,43.73,4650382,2033.62,21956,2321317,49.92
NAVNETEDUL, EQ, 28-May-2021,88.3,86.3,87.5,83.5,84.05,84,85.55,954185,816.27,9390,537093,56.29
NAZARA, EQ, 28-May-2021,1766.4,1780,1781.95,1710,1724.8,1722.8,1746.5,227184,3967.76,20568,119173,52.46
NBCC, EQ, 28-May-2021,49.2,49.75,50.2,48.75,48.9,48.9,49.4,11252912,5559.34,22758,3657008,32.5
NBIFIN, EQ, 28-May-2021,2476.75,2500,2550,2424.95,2490,2462.85,2489.88,827,20.59,244,410,49.58
NBVENTURES, EQ, 28-May-2021,88.2,89.9,91.5,87.5,87.7,87.85,89.24,748566,667.99,5765,451221,60.28
NCC, EQ, 28-May-2021,88.1,87.6,87.9,82.55,83.5,83.4,84.85,7819160,6634.55,33612,4766817,60.96
NCLIND, EQ, 28-May-2021,209.4,210.95,211.7,202.25,203.55,203.7,207.64,315416,654.93,5698,164124,52.03
NCPSESDL24, EQ, 28-May-2021,104.75,104.86,104.86,104.81,104.86,104.86,104.84,487,0.51,10,124,25.46
NDGL, EQ, 28-May-2021,998,975.5,996.95,905.15,950.05,928.8,956.73,521,4.98,130,303,58.16
NDL, BE, 28-May-2021,46.65,47.15,47.65,44.6,46.35,45.6,46.18,33381,15.42,226, -, -
NDRAUTO, EQ, 28-May-2021,222.45,221,229.9,221,224.6,222.45,225.04,9725,21.89,310,4955,50.95
NDTV, EQ, 28-May-2021,81.4,82,82.2,77.35,77.35,77.35,78.67,53908,42.41,556,47585,88.27
NECCLTD, EQ, 28-May-2021,11.15,11.5,11.55,10.35,10.4,10.4,10.81,307029,33.19,524,233762,76.14
NECLIFE, EQ, 28-May-2021,33.2,34.2,34.2,31.35,31.7,31.7,32.56,2184049,711.17,8586,1221086,55.91
NELCAST, EQ, 28-May-2021,75.7,76.9,77.45,74.75,75.5,75.1,75.86,111488,84.58,1887,63124,56.62
NELCO, EQ, 28-May-2021,219.85,220,223.5,217.65,218.5,218.45,220.38,128002,282.08,3304,60067,46.93
NEOGEN, EQ, 28-May-2021,973.1,984.95,984.95,944,957.85,951.15,960.44,70511,677.22,4843,35793,50.76
NESCO, EQ, 28-May-2021,562.5,562.55,572.95,538,551,558.4,550.64,531116,2924.56,26848,85229,16.05
NESTLEIND, EQ, 28-May-2021,17746.7,17770,17814.35,17500,17545,17509.4,17592.77,53162,9352.67,15797,29035,54.62
NETF, EQ, 28-May-2021,187.27,188.41,188.41,188.41,188.41,188.41,188.41,110,0.21,12,108,98.18
NETFCONSUM, EQ, 28-May-2021,65.87,66.5,66.75,65.7,66.44,66.18,66.28,7894,5.23,129,5472,69.32
NETFDIVOPP, EQ, 28-May-2021,37.88,38.75,38.79,38.02,38.72,38.61,38.66,722,0.28,46,688,95.29
NETFGILT5Y, EQ, 28-May-2021,48.38,48.39,48.39,48.32,48.32,48.34,48.36,3,0,3,1,33.33
NETFIT, EQ, 28-May-2021,27.37,27.7,27.7,27.26,27.37,27.33,27.29,7382404,2014.34,1710,7191110,97.41
NETFLTGILT, EQ, 28-May-2021,22.55,22.6,22.6,22.45,22.55,22.55,22.51,49327,11.1,145,47816,96.94
